0.548162,1.530791,1
0.463306,0.993865,1
2.238599,2.398634,1
0.146955,0.159185,1
1.492332,2.551709,1
0.921290,1.083517,1
-0.018832,3.132678,1
2.598634,1.561634,1
-0.021929,-0.922447,1
1.722561,1.462913,1
0.277021,1.278620,1
0.037167,0.804912,1
0.604514,2.299169,1
3.077202,-0.494775,1
3.751453,-1.151612,1
1.631683,-0.624189,1
-0.268736,1.477203,1
2.515699,0.645107,1
-0.660045,0.215398,1
0.964315,-0.277857,1
0.435049,1.240577,1
0.539050,1.277482,1
-1.575784,1.741332,1
1.626320,1.272111,1
0.492715,1.560163,1
0.867235,1.354291,1
0.978160,1.996775,1
1.474555,0.439357,1
-0.475566,2.067929,1
1.161345,1.146775,1
0.330872,1.465607,1
1.631398,0.774354,1
2.716302,1.337145,1
2.457569,0.075693,1
3.611233,3.313307,1
-0.453641,-0.367879,1
1.874444,-0.048368,1
1.106052,2.065444,1
0.271918,0.426751,1
0.627926,1.323040,1
1.720747,-1.535756,1
1.716459,1.291975,1
2.257256,1.200264,1
0.174506,0.678962,1
-1.090788,2.511320,1
1.348176,-0.953300,1
1.033036,-0.162151,1
3.659869,0.509996,1
0.351448,1.383734,1
-0.349279,0.168067,1
1.315035,1.329914,1
0.936112,0.209497,1
0.884334,0.045044,1
0.842496,1.820427,1
-0.084405,0.629976,1
0.894510,0.412954,1
-0.156592,2.652868,1
-0.180557,-1.467914,1
1.897447,0.561814,1
0.090261,0.279391,1
0.504677,0.649881,1
1.570444,1.133442,1
1.216601,-0.615759,1
1.171832,1.123430,1
-0.046471,-0.411418,1
0.419136,1.850706,1
-0.127150,1.751832,1
1.308321,1.101454,1
1.085837,-0.554292,1
1.276970,0.134861,1
1.669620,1.206515,1
1.567292,0.714893,1
0.956187,0.510091,1
0.717184,1.686948,1
0.766352,0.816381,1
0.230376,1.385318,1
-1.722469,0.916753,1
2.103398,-0.121111,1
0.931837,2.265079,1
2.929937,0.502478,1
2.556578,0.072030,1
1.751723,0.461881,1
-0.306123,3.575057,1
2.283826,0.433839,1
0.746019,1.708122,1
1.373979,2.767530,1
1.850612,2.754939,1
1.521775,1.118301,1
1.195550,3.441949,1
2.777128,3.254707,1
1.142233,0.821843,1
1.104876,1.136219,1
0.372220,1.334401,1
1.446240,0.774556,1
1.503062,0.769242,1
-0.929652,2.156994,1
0.913796,0.446979,1
0.911180,0.763658,1
1.882283,0.926445,1
0.922221,-1.057799,1
-0.324294,-0.078188,1
2.121757,1.591830,1
2.950178,1.145260,1
1.868659,2.779229,1
0.438919,1.326636,1
1.744619,1.473817,1
-1.176418,-0.382694,1
2.370224,0.572404,1
0.752679,0.569002,1
0.041588,1.162100,1
0.059070,0.895550,1
1.924483,-0.675826,1
1.908676,2.235215,1
-0.739023,1.446788,1
3.549819,1.101908,1
2.581208,0.934273,1
3.308477,1.539487,1
2.559350,0.786923,1
-0.284643,0.831627,1
1.433498,1.222404,1
2.280175,0.625286,1
0.400459,2.026342,1
3.434337,0.803099,1
2.068919,0.986024,1
-0.185802,2.526442,1
-2.335782,-1.848307,0
0.726825,-2.201619,0
1.359183,-2.584694,0
-0.039300,1.114563,0
-1.864990,-0.862837,0
-1.098661,-0.015344,0
-0.606828,-0.317819,0
-1.966532,-0.702952,0
0.238733,-1.729909,0
-2.419454,-0.550614,0
0.467219,-0.706654,0
-0.237326,-2.296832,0
-1.453678,-1.739160,0
-0.493288,1.295929,0
-1.681164,-1.903228,0
-1.399166,-0.380095,0
-0.718246,-2.443044,0
