-0.112520, -0.468299, 1 
-0.062310, 0.764795, 1 
-0.040249, -0.380064, 1 
-0.596749, 0.196626, 0 
-0.804018, 0.200636, 1 
-0.172727, 0.175059, 1 
-0.611555, 0.358471, 1 
0.333126, -0.655185, 0 
0.119918, -0.051287, 1 
-0.277301, -0.062237, 1 
-0.051067, -0.810560, 0 
-0.056414, -0.192320, 0 
-0.444211, -0.787744, 1 
-0.130690, -0.399919, 1 
0.791757, -0.589102, 1 
-0.283799, -0.650164, 0 
0.709465, 0.566019, 0 
-0.544882, 0.602489, 1 
0.722865, -0.029805, 1 
0.143291, -0.192899, 0 
0.362748, 0.044286, 0 
-0.008592, -0.422566, 1 
-0.627675, -0.699000, 1 
-0.325487, 0.500839, 0 
0.503725, -0.673744, 0 
-0.129460, -0.581321, 1 
-0.838717, -0.224671, 1 
0.427834, -0.714308, 0 
0.625249, 0.458418, 1 
-0.758768, -0.594934, 1 
-0.926345, 0.275824, 1 
0.311085, 0.236541, 0 
0.054918, 0.587053, 0 
-0.739027, -0.365879, 1 
-0.764803, 0.584982, 0 
0.046616, 0.505972, 0 
-0.245290, 0.895006, 0 
-0.739257, 0.389763, 1 
0.394326, -0.205657, 0 
-0.382606, -0.868489, 1 
0.530741, -0.416197, 1 
0.341779, 0.324036, 0 
-0.346465, 0.153206, 1 
0.804733, -0.544376, 1 
0.101361, 0.585655, 0 
0.516596, 0.554194, 1 
0.786128, -0.423260, 0 
-0.287089, 0.434344, 0 
0.379326, -0.616079, 0 
-0.418326, 0.821368, 0 
0.379236, -0.656218, 0 
0.816004, 0.026649, 0 
-0.421319, 0.799598, 1 
0.143859, -0.372410, 0 
-0.215627, -0.305854, 1 
0.896151, 0.431226, 0 
-0.171802, -0.618671, 0 
-0.093904, 0.482409, 0 
-0.182240, -0.948314, 1 
-0.278514, -0.175909, 1 
-0.302934, 0.776351, 1 
0.002657, -0.161960, 0 
0.239850, -0.053697, 0 
-0.200628, -0.181287, 0 
-0.816857, 0.059363, 1 
0.247283, -0.102211, 0 
-0.247782, -0.402094, 1 
-0.050351, -0.461312, 1 
-0.145506, 0.088238, 0 
0.366481, -0.819670, 0 
-0.693691, 0.407470, 1 
-0.193299, 0.451697, 0 
-0.388892, -0.750291, 1 
0.221930, 0.607502, 1 
-0.330705, -0.697117, 0 
-0.124827, 0.133521, 0 
-0.352286, -0.011154, 1 
0.381012, 0.907131, 0 
0.100092, 0.215625, 1 
-0.165973, -0.267600, 0 
0.213211, 0.873102, 0 
0.111386, 0.248069, 1 
-0.462641, -0.740717, 1 
-0.598702, -0.470424, 0 
-0.147424, -0.621350, 0 
0.716387, -0.403062, 0 
-0.437512, 0.841905, 0 
-0.138538, -0.868038, 1 
0.450430, -0.112505, 0 
-0.171277, 0.289801, 1 
-0.263964, -0.212897, 1 
0.232387, 0.168193, 1 
0.651056, 0.319931, 1 
-0.754361, -0.326614, 1 
0.115953, -0.555761, 1 
0.291249, -0.348068, 1 
-0.939029, 0.183788, 1 
-0.464520, 0.556296, 1 
0.363362, -0.747198, 0 
-0.023585, 0.432256, 0 
-0.131369, 0.349224, 1 
0.538062, -0.080787, 1 
0.307165, 0.019981, 0 
0.299850, -0.518394, 1 
0.127730, 0.252688, 1 
-0.552483, -0.292341, 0 
0.665163, -0.483384, 0 
0.385503, -0.508594, 1 
-0.571626, 0.353774, 0 
0.630280, -0.669705, 0 
-0.592245, -0.108215, 0 
-0.405443, 0.299914, 0 
-0.441543, -0.296333, 1 
0.289745, 0.398087, 0 
-0.556228, -0.292499, 0 
-0.270980, 0.327364, 1 
0.957488, -0.148977, 0 
0.865724, -0.006103, 0 
-0.247668, 0.916014, 0 
0.348107, -0.009525, 0 
-0.340670, -0.226969, 1 
-0.672602, 0.715640, 0 
0.005020, -0.384715, 1 
0.082662, -0.363471, 0 
0.013395, 0.102744, 0 
0.871576, 0.163823, 0 
0.964984, 0.103123, 0 
0.464280, -0.012104, 0 
0.791990, 0.324123, 0 
0.443723, -0.606010, 0 
-0.361576, 0.436760, 0 
-0.821799, -0.314576, 1 
0.091147, -0.668186, 0 
0.791854, 0.257487, 0 
-0.113347, 0.668501, 1 
-0.268640, -0.579451, 0 
0.524285, -0.215220, 1 
0.379426, 0.709609, 1 
-0.587676, 0.709981, 1 
-0.518911, 0.164876, 0 
0.036787, -0.544160, 1 
0.011894, -0.567419, 1 
-0.252704, -0.799549, 0 
0.069691, -0.628073, 1 
0.449894, 0.219091, 0 
0.254411, 0.058751, 1 
-0.555616, 0.617805, 1 
-0.409913, 0.783202, 1 
-0.710381, 0.295391, 1 
-0.884520, -0.213163, 1 
