-0.169380,-3.504774,0.790797,-2.510208,1
-0.278885,-0.659226,0.822702,1.794014,1
3.301903,-0.858371,-0.515932,-1.585211,1
-0.914523,-0.109183,-0.631250,-0.184240,1
-1.962921,-1.832182,0.348592,1.813499,1
1.056016,-5.996998,6.007365,0.522311,1
-1.312727,-0.437158,1.629332,0.864915,1
-2.042408,2.485822,-1.717262,-1.860666,1
4.467591,-0.614376,1.787190,-5.175174,1
3.114083,0.297330,-0.145905,-0.497525,1
1.770053,-0.438284,0.045693,-1.353115,1
-0.034155,-2.397565,0.422951,0.564770,1
1.692023,-1.553655,-4.554392,0.727818,1
5.948591,-2.751927,2.281440,-2.461336,1
0.926954,-0.394137,4.298494,-0.816972,1
-0.832958,2.833767,-0.896156,1.177630,1
0.852019,-1.938222,1.070738,-0.186648,1
1.641603,2.256529,1.569435,2.472693,1
0.217059,-0.054523,-1.150069,0.866740,1
-1.218071,1.801134,0.862579,-1.211798,1
6.245003,-1.935613,1.368370,-1.530817,1
1.623700,3.202708,0.347771,1.559052,1
4.257868,-2.099660,-2.035013,-1.303928,1
-0.563540,-1.248603,1.222570,0.554058,1
1.744780,-0.274537,2.893201,-0.563475,1
0.978851,-1.120218,0.370689,-2.876002,1
-0.743731,3.194565,1.096684,-2.434813,1
0.798002,0.418213,-3.103803,-2.113971,1
0.605768,4.018855,-2.181464,3.513163,1
1.590180,4.472953,3.400660,-3.265675,1
1.148235,0.815830,-1.488743,4.804159,1
2.068019,-2.070564,-0.853881,-1.417402,1
1.515046,-1.228498,-1.638071,0.710623,1
0.711920,-0.682520,1.610826,2.718581,1
3.876855,1.324370,-1.016487,-1.221283,1
1.222812,-1.824285,0.587655,2.465167,1
3.374973,-3.842405,-0.216294,1.076876,1
2.186187,1.872676,-3.612033,0.518130,1
2.503640,0.263094,1.867756,0.452813,1
0.367574,-1.149341,-2.162993,-0.351380,1
0.047339,0.067443,-1.187838,1.444323,1
2.631411,-0.355368,-2.226203,0.748159,1
-0.953149,-3.572485,-2.682269,-0.741544,1
0.828187,-0.356604,-0.218340,0.587682,1
2.248368,-1.012124,-2.317458,-0.344392,1
2.340772,1.537852,3.758371,0.092941,1
1.868314,1.836960,-0.815038,-5.417918,1
0.087578,-1.906582,-0.220361,2.716598,1
